player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_coverage_defense,blitz_grades_defense,blitz_grades_defense_penalty,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_overall_tackle,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_pass_rush_defense,blitz_grades_run,blitz_grades_snap,blitz_grades_tackle,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_coverage_defense,no_blitz_grades_defense,no_blitz_grades_defense_penalty,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_overall_tackle,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_pass_rush_defense,no_blitz_grades_run,no_blitz_grades_snap,no_blitz_grades_tackle,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_coverage_defense,no_pressure_grades_defense,no_pressure_grades_defense_penalty,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_overall_tackle,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_pass_rush_defense,no_pressure_grades_run,no_pressure_grades_snap,no_pressure_grades_tackle,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_coverage_defense,pressure_grades_defense,pressure_grades_defense_penalty,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_overall_tackle,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_pass_rush_defense,pressure_grades_run,pressure_grades_snap,pressure_grades_tackle,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Quentin Hayes,186423,QB,AIR FORCE,8,61,73.9,23,25,9.7,2.78,1,2,7.4,64.0,16,17,5.9,36,59.0,1,11,,,,,68.9,72.2,74.7,,74.7,57.0,,57.5,,,1,2,38,35.3,105.8,16.7,6,5,0,0,3,1,2.6,265,10.6,0,101,44.7,85.1,64.8,81.0,58.8,17,18,15.4,3.4,0,2,9.1,50.0,9,9,10.0,25,41.0,1,8,,,,66.7,28.1,54.9,74.1,,52.3,91.1,,49.8,,,0,0,30,44.4,87.7,16.0,4,3,0,1,0,1,3.3,190,10.6,65.5,29,30,12.2,2.86,1,3,9.4,56.7,17,0,10.5,35,57.4,2,14,,,,66.7,69.0,73.8,74.9,,74.2,89.9,,51.3,,,0,0,37,,131.4,0.0,0,5,0,0,3,0,0.0,351,11.7,0,72.7,11,13,11.8,3.27,0,1,5.9,61.5,8,26,0.0,26,42.6,0,5,,,,,28.0,50.2,73.9,,50.6,,,57.3,,,1,2,31,38.5,47.1,38.5,10,3,0,1,0,2,6.5,104,8.0
Matthew Sluka,143059,QB,UNLV,3,61,58.8,17,17,11.2,2.65,0,1,5.6,52.9,9,8,10.0,19,31.1,1,6,,,,,67.1,56.4,72.4,,53.3,,,64.0,,,0,1,20,12.5,76.7,5.3,1,1,0,0,3,1,5.0,63,3.7,0,325,27.9,75.4,59.2,81.8,46.7,30,31,21.2,3.5,0,5,15.2,38.7,12,16,14.3,42,68.9,2,10,,,,,21.9,65.2,75.2,,62.7,54.3,,67.5,,,0,0,44,31.3,100.9,11.9,5,5,0,1,3,2,4.5,255,8.2,52.9,34,34,18.6,2.75,0,5,13.9,47.1,16,0,11.1,37,60.7,2,12,,,,,30.6,75.6,74.8,,72.9,54.3,,70.6,,,0,0,39,,112.4,0.0,0,2,0,0,5,1,2.6,257,7.6,1,46.2,13,14,15.0,3.99,0,1,6.7,35.7,5,24,16.7,24,39.3,1,4,,,,,26.0,40.3,73.1,,35.1,,,63.8,,,0,1,25,25.0,44.0,25.0,6,4,0,1,1,2,8.0,61,4.4
Elijah Brown,183276,QB,STANFORD,3,61,75.0,8,9,10.0,2.31,0,0,0.0,55.6,5,6,16.7,12,19.7,1,4,,,,,66.4,41.9,71.4,,42.1,,,,,,1,0,15,50.0,112.3,25.0,3,0,0,0,1,1,6.7,58,6.4,1,300,45.1,33.4,39.5,39.6,69.2,39,39,7.8,2.74,0,2,4.9,59.0,23,24,14.8,49,80.3,4,9,,,,,69.7,41.5,75.7,,42.9,,,53.4,,,0,3,51,20.8,50.8,10.2,5,5,0,0,1,3,5.9,216,5.5,73.3,30,30,7.5,1.9,0,1,3.0,63.3,19,0,13.6,31,50.8,3,6,,,,,68.5,50.6,74.2,,50.6,,,,,,0,2,34,,61.5,3.2,1,0,0,0,1,2,5.9,168,5.6,2,64.7,17,18,9.4,3.44,0,1,5.0,50.0,9,30,18.2,30,49.2,2,7,,,,,68.4,32.3,74.0,,32.7,,,53.4,,,1,1,32,23.3,63.7,23.3,7,5,0,0,1,2,6.3,106,5.9
Cutter Boley,184630,QB,KENTUCKY,4,61,50.0,14,16,16.0,2.57,1,1,5.9,43.8,7,8,0.0,19,31.1,0,3,,,,,67.2,61.5,72.5,,61.2,,,,,,1,1,21,37.5,69.5,15.8,3,0,0,0,2,0,0.0,67,4.2,0,202,21.9,46.4,51.7,35.2,60.0,35,37,12.1,3.13,0,1,2.5,51.4,19,18,9.5,42,68.9,2,11,,,,,22.4,41.7,75.2,,48.2,,,43.8,,,0,3,45,22.2,41.6,9.5,4,1,0,2,0,6,13.3,271,7.3,61.8,34,35,14.6,2.66,1,0,0.0,54.3,19,0,9.5,35,57.4,2,11,,,,,68.6,61.8,74.3,,61.5,,,,,,0,2,35,,71.8,0.0,0,0,0,0,2,1,2.9,246,7.0,1,46.7,15,18,9.9,3.35,0,2,9.1,38.9,7,26,0.0,26,42.6,0,3,,,,,18.4,33.6,73.9,,42.5,,,43.8,,,1,2,31,26.9,16.2,26.9,7,1,0,2,0,5,16.1,92,5.1
Nick Poulos,188474,QB,OHIO,5,60,50.0,6,12,12.2,2.81,1,1,7.7,16.7,2,7,33.3,15,25.0,1,4,,,,,66.5,74.2,71.6,,66.6,,,71.5,,,3,0,16,14.3,39.6,6.7,1,2,0,2,0,0,0.0,30,2.5,0,259,23.0,66.1,63.5,64.6,60.0,35,37,10.6,2.99,0,1,2.4,54.1,20,17,4.8,45,75.0,1,17,,,,,47.3,64.5,75.6,,61.6,,,66.4,,,1,1,50,11.8,81.0,4.4,2,6,0,1,2,2,4.0,241,6.5,58.6,29,31,11.3,2.81,1,2,5.7,51.6,16,0,5.9,36,60.0,1,15,,,,,69.0,82.0,74.8,,77.4,,,72.6,,,0,1,40,,81.7,0.0,0,5,0,1,2,2,5.0,212,6.8,1,58.3,12,18,9.7,3.15,0,0,0.0,33.3,6,24,14.3,24,40.0,1,6,,,,,33.1,43.7,73.3,,39.7,,,63.6,,,4,0,26,12.5,43.5,12.5,3,3,0,2,0,0,0.0,59,3.3
Preston Stone,124716,QB,SMU,6,60,78.9,19,21,4.8,2.42,1,0,0.0,66.7,14,8,6.7,24,40.0,1,9,,,,,67.7,80.0,73.1,,77.2,,,64.3,,,0,0,25,25.0,86.2,8.3,2,1,0,1,0,0,0.0,144,6.9,0,287,48.6,81.9,82.3,65.0,63.3,30,32,15.8,3.21,1,4,11.4,56.3,18,10,5.3,36,60.0,1,14,,,,,68.9,84.8,74.7,,79.7,,,75.0,,,0,1,39,10.0,112.0,2.8,1,3,0,1,5,2,5.1,280,8.8,71.8,39,41,11.4,2.5,2,3,7.0,63.4,26,0,7.1,42,70.0,2,16,,,,,69.3,86.1,75.1,,83.8,,,64.3,,,0,1,44,,115.7,0.0,0,1,0,0,5,1,2.3,308,7.5,1,60.0,10,12,12.0,3.79,0,1,7.1,50.0,6,18,0.0,18,30.0,0,7,,,,,67.1,77.5,72.4,,69.4,,,75.0,,,0,0,20,16.7,84.0,16.7,3,3,0,2,0,1,5.0,116,9.7
Noah Kim,129623,QB,COAST CAR,7,60,66.7,15,15,8.8,1.89,0,1,5.6,66.7,10,3,0.0,15,25.0,0,7,,,,,66.8,75.9,72.0,,75.3,,,,,,0,0,18,0.0,133.9,0.0,0,0,0,0,2,0,0.0,132,8.8,0,141,29.2,57.0,58.8,53.0,59.5,37,41,9.7,2.58,1,1,2.4,48.8,20,11,9.1,45,75.0,2,6,,,,,35.2,48.8,75.2,,49.7,,,57.3,,,0,1,45,27.3,69.3,6.7,3,1,0,3,2,2,4.4,201,4.9,65.9,44,46,9.5,2.21,0,1,2.0,58.7,27,0,6.9,46,76.7,2,11,,,,,69.6,62.2,75.5,,61.8,,,,,,0,1,49,,90.9,0.0,0,0,0,2,3,1,2.0,300,6.5,0,37.5,8,10,8.9,3.05,1,1,10.0,30.0,3,14,0.0,14,23.3,0,2,,,,,21.0,49.0,71.2,,51.1,,,57.3,,,0,0,14,21.4,74.2,21.4,3,1,0,1,1,1,7.1,33,3.3
General Booty,71008,QB,LA MONROE,5,60,68.4,19,23,5.2,2.42,2,0,0.0,47.8,11,8,15.4,26,43.3,2,4,,,,,68.1,34.7,73.6,,34.8,,,,,,0,2,29,37.5,41.9,11.5,3,0,0,2,1,2,6.9,120,5.2,0,209,71.9,46.9,42.9,64.0,77.8,27,32,7.7,2.55,1,0,0.0,56.3,18,9,14.3,34,56.7,3,8,,,,,68.5,53.3,0.0,,55.3,,,,,,1,0,34,22.2,83.6,5.9,2,0,0,3,1,1,2.9,186,5.8,75.0,40,43,7.4,2.17,2,0,0.0,62.8,27,0,10.0,43,71.7,3,12,,,,,69.3,45.0,75.1,,45.1,,,,,,0,2,44,,78.9,0.0,0,0,0,1,2,3,6.8,293,6.8,1,66.7,6,12,2.0,3.3,1,0,0.0,16.7,2,17,50.0,17,28.3,2,0,,,,,67.0,42.6,0.0,,46.4,,,,,,1,0,19,29.4,39.6,29.4,5,0,0,4,0,0,0.0,13,1.1
Aidan Warner,177520,QB,FLORIDA,4,57,61.5,13,17,8.3,2.72,0,0,0.0,41.2,7,11,12.5,19,33.3,1,5,,,,,67.1,45.5,72.4,,45.5,,,,,,0,0,20,18.2,56.0,10.5,2,0,1,3,0,0,0.0,80,4.7,0,163,71.1,43.4,44.7,54.8,44.1,34,35,9.1,2.99,0,2,5.7,40.0,14,7,6.7,38,66.7,1,8,,,,,68.9,45.0,1.3,,48.1,,,57.0,,,0,3,38,28.6,17.3,5.3,2,1,1,0,0,2,5.3,148,4.2,50.0,36,38,9.1,2.57,0,2,5.3,42.1,16,0,11.1,39,68.4,2,8,,,,,68.9,47.7,2.3,,50.7,,,57.0,,,0,2,39,,32.7,0.0,0,1,2,0,0,2,5.1,159,4.2,2,45.5,11,14,8.0,3.62,0,0,0.0,35.7,5,18,0.0,18,31.6,0,5,,,,,67.0,40.4,72.2,,40.5,,,,,,0,1,19,22.2,22.6,22.2,4,0,0,3,0,0,0.0,69,4.9
Drew Mestemaker,190616,QB,N TEXAS,4,54,66.7,6,7,11.5,3.1,0,0,0.0,57.1,4,4,0.0,9,16.7,0,4,,,,,18.0,35.7,70.1,,37.6,,,57.3,,,0,0,10,25.0,141.4,11.1,1,1,0,1,1,2,20.0,101,14.4,0,251,48.7,75.7,65.5,83.0,72.5,40,40,9.1,2.68,0,1,2.4,65.0,26,16,10.3,45,83.3,3,17,,,,,69.5,77.7,75.4,,74.2,60.0,,71.5,,,0,2,47,18.8,81.4,6.7,3,2,0,0,1,1,2.1,361,9.0,73.5,34,34,8.4,2.02,0,1,2.8,67.6,23,0,8.0,34,63.0,2,14,,,,,68.7,69.1,74.4,,68.6,,,,,,0,2,36,,98.9,0.0,0,0,0,0,2,2,5.6,370,10.9,0,66.7,12,13,12.3,3.98,0,0,0.0,53.8,7,20,12.5,20,37.0,1,7,,,,,24.7,62.2,72.7,,57.7,60.0,,67.2,,,0,0,21,20.0,76.4,20.0,4,3,0,1,0,1,4.8,92,7.1
Zevi Eckhaus,148535,QB,WASH STATE,2,52,83.3,6,6,6.2,2.1,0,0,0.0,83.3,5,0,0.0,6,11.5,0,3,,,,,64.6,48.3,69.1,,48.4,,,,,,0,1,7,,118.8,0.0,0,0,0,0,2,1,14.3,116,19.3,0,341,73.2,76.5,69.9,75.7,79.1,43,44,9.7,2.76,0,2,4.3,72.7,32,7,5.9,46,88.5,2,18,,,,,69.6,77.7,75.5,,74.3,,,71.0,,,0,1,49,14.3,97.5,2.2,1,1,0,1,2,3,6.1,308,7.0,84.4,45,45,8.3,2.29,0,2,4.2,80.0,36,0,5.3,45,86.5,2,19,,,,,69.5,80.9,75.4,,79.9,,,,,,0,1,48,,115.0,0.0,0,0,0,0,3,2,4.2,382,8.5,0,25.0,4,5,20.3,5.17,0,0,0.0,20.0,1,7,0.0,7,13.5,0,2,,,,,64.9,38.7,69.5,,28.2,,,71.0,,,0,1,8,14.3,62.1,14.3,1,1,0,1,1,2,25.0,42,8.4
Ruel Tomlinson,188241,QB,KENT STATE,4,52,57.1,14,15,6.3,2.53,1,0,0.0,40.0,6,11,25.0,23,44.2,2,3,,,,,67.5,44.2,73.0,,46.9,54.3,,56.2,,,0,0,23,63.6,49.9,30.4,7,1,0,0,0,0,0.0,52,3.5,0,201,44.4,37.6,39.3,48.9,61.5,13,14,10.5,3.19,1,0,0.0,28.6,4,11,50.0,29,55.8,4,2,,,,,68.1,33.9,73.6,,39.1,,,46.9,,,0,2,29,36.4,0.0,13.8,4,10,0,0,0,2,6.9,18,1.3,68.2,22,24,6.9,2.31,2,0,0.0,41.7,10,0,33.3,30,57.7,5,4,,,,,68.2,37.1,73.9,,43.0,54.3,,46.5,,,0,2,30,,14.6,0.0,0,5,0,0,0,2,6.7,70,2.9,0,20.0,5,5,14.6,3.7,0,0,0.0,0.0,0,22,100.0,22,42.3,1,1,,,,,67.4,40.4,72.7,,42.9,,,52.0,,,0,0,22,50.0,39.6,50.0,11,6,0,0,0,0,0.0,0,0.0
Javance Tupou'ata-Johnson,175766,QB,S DIEGO ST,3,51,72.7,11,11,7.4,2.9,0,0,0.0,72.7,8,9,0.0,14,27.5,0,7,,,,,66.5,68.9,71.6,,68.3,,,61.6,,,0,0,16,11.1,136.7,7.1,1,2,0,0,2,1,6.3,91,8.3,0,284,72.0,55.6,53.6,60.1,53.6,28,28,12.3,3.17,0,1,3.3,42.9,12,12,20.0,37,72.5,3,4,,,,,69.0,44.8,74.8,,47.4,,,51.7,,,0,2,40,33.3,27.5,10.8,4,5,0,0,0,4,10.0,131,4.7,65.4,26,26,10.2,2.68,0,1,3.4,57.7,15,0,11.8,30,58.8,2,6,,,,,68.5,64.8,74.2,,71.5,,,46.7,,,0,0,34,,74.0,0.0,0,4,0,0,0,1,2.9,149,5.7,0,46.2,13,13,12.3,3.69,0,0,0.0,38.5,5,21,16.7,21,41.2,1,5,,,,,67.4,35.9,72.7,,29.9,,,66.6,,,0,2,22,23.8,57.5,23.8,5,3,0,0,2,4,18.2,73,5.6
Michael Kern,97799,QB,WAKE,5,51,53.3,15,16,12.3,2.95,0,0,0.0,43.8,7,8,12.5,18,35.3,1,4,,,,,67.0,55.2,72.2,,56.9,,,57.3,,,0,0,19,12.5,62.2,5.6,1,1,0,1,0,1,5.3,91,5.7,0,339,40.9,65.3,65.4,56.7,67.9,28,29,10.9,2.85,1,5,16.1,58.6,17,11,10.5,33,64.7,2,10,,,,,29.1,68.9,74.3,,69.8,,,57.3,,,0,3,35,27.3,51.1,9.1,3,1,0,0,1,3,8.6,197,6.8,61.3,31,32,11.7,2.51,1,4,12.1,50.0,16,0,15.8,32,62.7,3,10,,,,,68.5,80.5,74.1,,79.6,,,,,,0,2,33,,50.7,0.0,0,0,0,0,1,1,3.0,173,5.4,0,66.7,12,13,10.6,3.52,0,1,6.7,61.5,8,19,0.0,19,37.3,0,4,,,,,24.3,38.1,72.5,,40.6,,,52.9,,,0,1,21,21.1,58.2,21.1,4,2,0,1,0,3,14.3,115,8.8
Dequan Finn,97804,QB,BAYLOR,2,50,46.7,15,15,12.3,3.18,0,0,0.0,40.0,6,6,14.3,18,36.0,1,3,,,,,67.1,50.8,72.5,,49.6,54.3,,62.1,,,0,1,20,16.7,79.4,5.6,1,2,0,0,3,1,5.0,116,7.7,0,118,29.5,54.4,43.7,72.0,66.7,27,28,8.8,3.15,0,1,3.2,60.7,17,13,5.6,32,64.0,1,8,,,,,29.2,44.1,74.3,,44.3,,,,,,0,1,35,23.1,66.2,9.4,3,0,0,1,0,2,5.7,191,6.8,63.3,30,30,9.7,2.49,0,1,3.1,56.7,17,0,10.5,31,62.0,2,8,,,,,28.9,49.9,74.2,,50.4,54.3,,,,,0,1,33,,77.8,0.0,0,0,0,0,1,2,6.1,225,7.5,0,50.0,12,13,11.0,4.26,0,0,0.0,46.2,6,19,0.0,19,38.0,0,3,,,,,67.2,42.7,72.7,,40.5,,,62.1,,,0,1,22,21.1,74.4,21.1,4,2,0,1,2,1,4.5,82,6.3
Henry Belin IV,162693,QB,DUKE,2,47,37.5,8,9,15.0,3.12,0,0,0.0,33.3,3,10,0.0,10,21.3,0,3,,,,,65.4,38.1,70.1,,41.1,,,56.3,,,1,1,10,0.0,43.1,0.0,0,1,0,0,1,1,10.0,34,3.8,0,154,73.6,56.4,53.3,64.8,67.6,34,36,7.3,2.78,0,0,0.0,63.9,23,13,0.0,37,78.7,0,13,,,,,68.9,60.9,74.9,,59.7,50.9,,64.1,,,0,0,39,0.0,88.8,0.0,0,1,0,2,1,1,2.6,209,5.8,82.6,23,24,5.9,2.24,0,0,0.0,79.2,19,0,0.0,24,51.1,0,11,,,,,67.7,72.8,73.3,,73.4,54.3,,,,,0,0,25,,110.1,0.0,0,0,0,1,1,0,0.0,170,7.1,0,36.8,19,21,12.3,3.5,0,0,0.0,33.3,7,23,0.0,23,48.9,0,5,,,,,67.6,36.2,73.1,,35.0,60.0,,60.5,,,1,1,24,0.0,40.4,0.0,0,2,0,1,1,2,8.3,73,3.5
Eddie Lee Marburger,145511,QB,UTSA,6,47,66.7,15,17,6.5,2.31,0,0,0.0,52.9,9,10,10.0,19,40.4,1,8,,,,,16.3,46.1,72.4,,54.7,,,46.0,,,1,1,20,10.0,77.6,5.3,1,1,0,1,2,1,5.0,68,4.0,0,331,27.2,60.3,66.6,45.7,60.9,23,23,7.7,2.67,0,2,8.7,56.5,13,9,7.1,28,59.6,1,7,,,,,68.0,71.4,73.5,,74.5,,,55.6,,,0,2,28,11.1,43.0,3.6,1,4,0,0,0,0,0.0,166,7.2,65.4,26,26,6.0,2.18,0,0,0.0,61.5,16,0,5.9,28,59.6,1,8,,,,,68.1,69.2,73.6,,68.4,,,61.8,,,0,2,29,,58.2,0.0,0,2,0,0,1,0,0.0,150,5.8,0,58.3,12,14,9.8,3.03,0,2,14.3,42.9,6,19,14.3,19,40.4,1,7,,,,,15.7,47.3,72.2,,60.8,,,38.2,,,1,1,19,10.5,56.8,10.5,2,3,0,1,1,1,5.3,84,6.0
Robby Ashford,131702,QB,S CAROLINA,6,47,76.5,17,18,12.6,3.06,0,1,5.3,61.1,11,12,15.4,28,59.6,2,9,,,,,17.5,52.7,73.6,,55.4,,,53.9,,,0,0,29,41.7,115.7,17.9,5,5,0,1,1,2,6.9,191,10.6,0,289,21.6,77.2,74.5,68.4,92.3,13,14,5.4,2.78,1,2,11.1,85.7,12,5,0.0,19,40.4,0,6,,,,,67.5,89.4,72.8,,90.1,,,63.2,,,0,0,23,20.0,130.1,5.3,1,4,0,0,1,0,0.0,133,9.5,82.6,23,24,8.1,2.53,1,2,8.0,79.2,19,0,0.0,30,63.8,0,12,,,,,68.3,81.7,73.9,,81.7,,,64.3,,,0,0,31,,135.6,0.0,0,6,0,0,2,0,0.0,237,9.9,0,85.7,7,8,14.0,3.68,0,1,8.3,50.0,4,17,33.3,17,36.2,2,3,,,,,14.1,54.1,72.5,,59.5,,,50.2,,,0,0,21,35.3,89.1,35.3,6,3,0,1,0,2,9.5,87,10.9
Ty Thompson,146568,QB,TULANE,6,45,33.3,15,18,15.8,3.7,0,1,5.3,27.8,5,7,0.0,20,44.4,0,2,,,,,67.2,31.1,72.5,,33.3,,,52.8,,,1,2,21,0.0,18.5,0.0,0,2,0,2,1,2,9.5,28,1.6,0,319,64.0,65.8,43.0,76.9,59.1,22,22,7.9,3.01,0,1,3.8,54.5,12,4,7.7,25,55.6,1,8,,,,,68.2,58.3,74.9,,56.3,53.9,,65.2,,,0,1,30,25.0,91.3,4.0,1,2,0,0,2,0,0.0,171,7.8,54.8,31,31,9.2,3.01,0,1,2.9,51.6,16,0,5.9,34,75.6,1,9,,,,,68.8,47.3,75.3,,47.8,54.5,,57.0,,,0,2,37,,65.5,0.0,0,3,0,0,2,1,2.7,192,6.2,0,16.7,6,9,20.8,4.27,0,1,9.1,11.1,1,11,0.0,11,24.4,0,1,,,,,66.2,44.6,71.7,,41.4,60.0,,61.6,,,1,1,14,9.1,37.0,9.1,1,1,0,2,1,1,7.1,7,0.8
Hank Brown,172439,QB,AUBURN,3,45,68.2,22,23,5.6,2.15,0,0,0.0,60.9,14,6,6.7,23,51.1,1,8,,,,,67.5,70.8,72.8,,70.3,,,,,,0,1,23,0.0,83.1,0.0,0,0,0,1,2,1,4.3,107,4.7,0,115,70.2,59.6,59.9,60.3,78.9,19,21,12.7,2.19,0,2,9.1,61.9,13,4,13.3,22,48.9,2,9,,,,,67.5,48.3,72.8,,49.7,,,57.3,,,0,2,23,0.0,105.8,0.0,0,1,1,1,4,2,8.7,296,14.1,70.6,34,35,8.3,1.89,0,1,2.8,60.0,21,0,12.5,35,77.8,3,14,,,,,68.7,49.1,74.4,,49.1,,,,,,0,3,36,,95.1,0.0,0,0,1,0,5,3,8.3,329,9.4,1,85.7,7,9,11.9,3.15,0,1,11.1,66.7,6,10,0.0,10,22.2,0,3,,,,,65.4,83.4,70.1,,87.5,,,57.3,,,0,0,10,0.0,128.9,0.0,0,1,0,2,1,0,0.0,74,8.2
Gavin Wimsatt,155757,QB,KENTUCKY,6,44,42.9,7,8,13.0,2.75,0,1,11.1,37.5,3,5,0.0,11,25.0,0,2,,,,,65.8,28.1,70.7,,28.6,,,56.2,,,0,2,12,40.0,52.1,18.2,2,1,0,1,2,2,16.7,36,4.5,0,202,62.2,68.9,57.5,71.2,55.2,29,31,16.6,3.06,0,5,14.7,41.9,13,10,18.8,33,75.0,3,8,,,,,68.8,74.6,74.5,,72.4,,,64.1,,,2,2,37,10.0,54.6,3.0,1,1,0,0,1,3,8.1,251,8.1,50.0,28,28,16.6,2.59,0,4,12.9,46.4,13,0,7.1,29,65.9,1,9,,,,,68.4,51.9,74.0,,49.8,,,64.1,,,0,4,32,,75.4,0.0,0,1,0,0,3,5,15.6,259,9.3,0,62.5,8,11,13.4,3.73,0,2,16.7,27.3,3,15,40.0,15,34.1,2,1,,,,,66.7,70.5,71.8,,73.7,,,56.2,,,2,0,17,20.0,39.6,20.0,3,1,0,1,0,0,0.0,28,2.5
Drew Devillier,190639,QB,RICE,3,44,50.0,18,21,6.7,2.22,3,0,0.0,42.9,9,8,0.0,23,52.3,0,4,,,,,67.7,58.0,73.1,,61.0,,,52.9,,,0,0,25,0.0,52.5,0.0,0,2,0,0,0,0,0.0,74,3.5,0,275,41.1,53.8,51.5,63.5,75.0,16,18,4.9,2.57,1,0,0.0,61.1,11,5,8.3,21,47.7,1,1,,,,,24.7,42.4,72.5,,43.3,,,57.8,,,0,0,21,40.0,67.6,9.5,2,1,0,1,0,2,9.5,63,3.5,63.0,27,31,5.1,2.13,3,0,0.0,51.6,16,0,5.9,31,70.5,1,2,,,,,28.3,50.9,73.9,,50.9,,,,,,0,0,31,,58.1,0.0,0,0,0,1,0,1,3.2,97,3.1,2,57.1,7,8,8.7,3.0,1,0,0.0,50.0,4,13,0.0,13,29.5,0,3,,,,,66.4,50.9,71.4,,56.7,,,51.0,,,0,0,15,15.4,64.6,15.4,2,3,0,0,0,1,6.7,40,5.0
Steve Angeli,156966,QB,NOTRE DAME,8,43,71.4,14,14,8.2,2.82,0,1,7.1,64.3,9,6,10.0,17,39.5,1,8,,,,,66.8,71.8,72.0,,66.0,,,70.0,,,0,0,18,16.7,113.7,5.9,1,2,0,0,1,0,0.0,115,8.2,0,258,71.3,82.3,75.6,78.3,90.5,21,22,7.9,2.67,0,1,4.3,68.2,15,10,21.1,26,60.5,4,8,,,,,67.8,78.4,73.4,,77.7,,,,,,0,0,27,40.0,118.2,15.4,4,0,0,1,2,0,0.0,153,7.0,80.8,26,26,6.7,2.33,0,0,0.0,69.2,18,0,14.3,27,62.8,3,10,,,,,67.9,77.0,73.4,,74.4,,,64.3,,,0,0,27,,127.4,0.0,0,1,0,0,3,0,0.0,182,7.0,0,88.9,9,10,11.9,3.39,0,2,18.2,60.0,6,16,25.0,16,37.2,2,6,,,,,66.7,73.4,72.0,,70.6,,,63.7,,,0,0,18,31.3,87.9,31.3,5,1,0,1,0,0,0.0,86,8.6
